CODEASSU,AGE,VILLE,PROFESSION,PRIMTOTALE
6149,28,27,16,146934
5206,25,16,4,26638
6439,32,4,21,150000
7600,67,19,21,230029
5783,58,4,16,88710
5655,65,17,22,23649
6776,58,0,24,30000
5236,32,9,8,80005
5939,52,18,8,89945
8270,55,9,12,87827
8049,59,12,12,88746
5916,54,3,27,123932
7516,63,19,8,75000
7675,57,30,0,250026
6407,47,12,24,92000
5771,69,1,5,176586
7059,51,8,27,92910
5898,29,11,7,516584
5300,55,18,23,178781
7902,32,29,26,65002
5874,36,18,3,135000
5527,39,2,7,51000
7131,35,31,0,67334
8455,40,6,15,29089
6100,51,13,15,79665
5628,32,25,9,120000
7009,57,19,26,348821
6717,60,21,12,142568
7517,61,28,18,66005
7298,63,0,16,85511
7172,54,19,29,87074
5278,67,23,0,20669
8358,50,18,30,14000
7173,54,27,21,20669
7174,57,25,32,133318
5962,67,13,32,285607
6917,27,1,32,100310
6918,54,31,10,94520
5114,66,4,16,54001
5670,52,29,12,16000
7368,49,1,4,43575
8059,29,6,28,82283
5893,39,12,0,98144
7314,68,4,4,30137
6651,38,14,8,49846
6067,65,25,10,86589
6982,32,19,15,150854
6983,35,31,17,92467
5350,59,7,16,95176
6093,28,13,6,52187
7101,70,31,24,134951
6769,25,30,26,352761
8055,63,23,0,268409
6721,57,13,32,1133172
6985,52,18,2,116699
6515,50,19,26,108530
6846,51,9,12,60936
6987,69,8,22,25000
6770,53,16,26,104446
6771,58,11,16,460696
6926,43,0,16,115773
8160,59,3,8,291469
6774,31,22,32,125616
5280,38,5,0,48461
6366,61,25,16,136790
5282,34,18,0,126774
7708,53,28,32,49000
7372,57,11,0,96174
7182,34,16,0,295000
7323,52,21,8,40002
6984,53,30,0,26817
7184,44,20,1,103101
5244,63,7,27,112794
7999,35,4,26,130969
5516,65,1,16,90045
7185,57,0,0,26316
7186,70,22,8,36966
7892,26,3,18,92467
5632,51,11,21,116369
6777,59,17,16,23195
6776,58,0,24,195000
5749,28,15,0,35893
6992,42,15,23,44851
6993,70,23,16,130005
7887,67,4,27,115000
7471,40,5,8,73522
5497,70,7,3,21530
6976,64,18,16,96079
5060,30,1,0,121682
6430,49,19,21,102868
6780,41,0,26,39997
8397,40,2,15,84630
6996,60,28,32,51544
6997,45,25,21,143705
6998,61,27,0,265000
6999,31,30,4,265000
8399,56,1,22,116369
8256,29,3,9,117759
6112,31,31,8,88000
6261,29,25,9,110000
6262,30,0,27,96174
5561,68,28,21,117000
6389,60,15,18,50220
7526,56,0,12,29812
5378,64,26,8,92821
6655,32,11,20,95010
6258,62,14,23,99714
5309,26,0,23,105847
5187,42,31,12,69679
5361,65,15,13,258000
7456,58,24,3,153499
5360,43,1,11,63282
6718,57,10,31,743756
6847,28,26,0,126774
6723,57,11,23,77915
5287,59,22,16,29335
6193,34,11,23,85150
7373,43,15,12,85000
8057,29,1,14,21862
7895,35,8,8,27413
5500,27,21,12,131282
7711,39,16,32,81100
7458,59,16,16,123109
6926,43,0,16,28427
7654,63,11,22,15143
6842,53,13,3,-85383
7238,42,6,8,40912
8058,56,10,27,141582
6350,43,27,3,90006
5565,46,3,17,16488
5825,70,13,3,16000
6693,38,16,12,24247
6397,30,30,22,-88131
5567,44,13,21,78321
6326,31,19,17,48000
7196,56,10,8,64339
7197,70,13,4,116369
5507,35,28,3,139300
8379,58,30,23,17500
7004,67,19,7,251000
7005,42,31,8,86000
5428,33,16,0,83847
7242,50,19,0,37500
6212,41,7,25,35006
7943,26,0,23,80504
7461,50,31,9,94520
7463,60,11,9,113390
7462,33,1,17,81242
7464,40,7,5,17814
7465,51,21,6,116967
7980,65,29,3,815921
6525,70,18,17,18000
7202,63,19,13,130850
7381,52,5,15,276567
8450,61,18,17,22078
7717,34,25,6,96018
8451,43,5,14,264519
5509,25,30,0,81100
6790,53,8,23,55000
6452,29,11,13,89561
6270,39,15,0,25000
7118,25,9,27,125000
8489,30,13,32,100846
8490,45,15,18,231688
5122,53,24,31,20073
8407,38,25,3,442319
8145,45,16,23,115773
5125,59,17,23,131009
5048,32,1,21,85000
8452,40,17,0,16700
6528,34,10,8,52000
5129,39,18,15,118500
5194,54,31,4,18000
6399,37,15,15,147835
5295,60,11,1,22000
7722,68,23,3,106145
6402,61,17,15,27234
7385,48,8,16,147168
6675,61,9,21,33261
6859,48,17,27,147716
5053,51,1,21,960942
5298,52,1,14,32000
6677,39,5,13,93461
5772,60,29,1,40001
7532,48,26,18,22177
7533,64,29,0,68115
5370,40,8,0,92467
6458,64,24,22,52000
6275,25,23,15,77362
6534,49,16,27,22078
5198,58,2,7,96472
5199,38,13,23,48854
5200,56,30,0,76278
5849,32,2,17,85000
5201,38,27,23,56955
5775,54,29,32,116699
6269,36,18,31,291570
5898,29,11,7,265000
5899,58,13,26,79855
8323,62,27,23,74834
7725,35,13,9,98711
6954,38,20,12,103850
5901,55,22,8,31192
5902,53,29,2,89595
5903,56,31,8,305418
7837,55,12,27,78500
7838,41,1,22,80459
6405,37,16,14,117273
5067,42,18,8,136931
5371,31,11,32,76874
5068,54,26,17,176000
6805,40,5,27,91871
5072,45,16,1,27234
6900,67,31,20,169637
7590,47,2,32,92467
7591,56,16,16,177049
6933,58,29,8,24432
5135,54,6,0,169935
5078,63,20,16,65002
7255,36,6,14,44175
6406,46,31,17,16700
6407,47,12,24,45479
6934,46,17,5,74193
7257,27,20,19,38883
7473,43,8,12,22078
5433,59,11,11,86000
5438,68,16,12,91596
7130,29,1,0,3753693
5440,35,3,32,18944
5212,35,31,27,21868
5213,44,5,16,116594
6680,59,3,11,135547
5216,70,29,32,92467
5217,59,16,6,21500
5853,47,23,5,58812
7540,62,17,19,16700
7319,62,21,8,88903
7667,39,27,15,107875
7903,56,18,3,20000
6204,58,16,23,169842
7593,30,29,16,66005
7322,43,8,4,320000
5443,26,13,28,70434
5855,30,2,1,265000
7477,37,26,23,38296
7325,41,1,15,88500
5310,46,13,16,13969
5309,26,0,23,31000
7670,46,27,14,24245
7671,28,14,0,80289
6328,28,21,16,85924
7328,67,13,23,101258
7479,44,6,4,42720
7664,37,15,14,41500
6047,44,20,23,114665
7390,46,6,29,29685
5644,34,4,22,68214
5645,37,17,16,121360
7775,37,28,27,34305
6538,50,16,12,58000
5580,65,2,14,17768
5646,49,1,23,126178
7913,32,12,27,81242
7850,38,18,15,1427291
7392,58,17,9,26316
7777,45,13,15,73635
7603,52,2,21,88650
7852,64,0,9,25028
7848,61,1,8,64330
7736,50,20,5,54000
7779,27,13,27,100000
7611,27,1,17,40001
6303,49,31,1,147107
7737,69,20,22,40000
5495,39,21,32,19792
5593,66,20,8,207221
5986,61,2,2,24245
7854,54,12,0,55134
7974,42,0,30,110096
6153,40,23,12,81242
7989,66,21,20,21482
7990,29,11,8,78067
5987,59,25,22,17980
7991,25,22,23,94695
7678,58,27,23,85000
6179,53,22,15,323921
5658,60,5,0,18001
6775,52,13,3,95000
6110,58,12,16,17500
6398,62,14,8,21581
8458,61,20,14,80646
6115,37,8,3,30000
5198,58,2,7,55078
6290,28,1,12,91871
6291,42,14,21,53177
8061,47,12,12,275000
6125,65,9,8,40001
6305,37,1,20,28500
6126,32,28,19,123592
6111,50,29,22,275000
5272,63,29,16,35050
6313,32,1,21,23867
6132,60,26,12,29685
6130,41,13,8,92125
6133,38,1,15,90734
6073,70,0,8,60253
5778,70,22,21,99011
5779,59,22,12,99011
5447,45,17,27,109208
6139,27,24,9,25396
6140,55,14,15,93000
6141,41,20,23,91871
5782,69,27,2,13969
5783,58,4,16,144126
7010,44,14,17,54873
5786,54,28,1,93000
5595,59,23,17,17768
5596,70,31,4,81242
6207,28,26,4,402131
6400,26,10,15,112650
5597,70,6,16,44883
5722,30,8,0,91871
7207,47,1,17,104446
7790,41,22,23,90186
7616,39,26,15,16500
5997,52,4,27,106145
5998,43,25,17,116369
7859,61,16,16,98145
6809,68,18,3,239792
7490,28,27,13,276567
6608,52,10,14,63000
5001,57,20,6,113390
6416,42,13,15,127869
6609,52,24,15,16700
6277,53,2,32,84632
5937,60,3,10,30000
5790,38,4,28,2473650
6278,28,18,21,90678
5791,65,1,4,25708
5792,30,18,23,37000
5455,56,17,8,217161
6417,43,4,30,121099
5731,51,25,22,712415
5006,61,18,0,104005
5793,36,29,22,73035
6280,67,7,9,83627
5796,42,1,31,22500
7623,50,30,16,16450
7337,57,5,23,106145
5735,61,15,16,213621
6282,32,1,4,95000
5796,42,1,31,12795
7179,35,25,16,105000
5600,32,25,8,16104
5149,57,8,0,24245
7624,64,11,0,22078
5247,47,28,4,54500
5603,68,24,20,-605297
5170,65,8,0,30501
6284,52,18,9,91871
6236,55,30,5,20073
6237,42,30,23,14000
6171,60,19,22,108427
7036,55,18,8,169935
6424,43,9,17,133235
5602,55,15,6,84000
7341,53,11,8,22000
7342,68,18,4,148449
6004,43,1,4,38000
7339,29,15,0,108471
7340,41,10,17,55000
5474,39,22,15,174468
5775,54,29,32,148352
7343,69,24,32,18000
5252,57,7,21,91436
7247,59,17,3,127565
7422,27,28,27,85364
6173,58,11,23,79171
6006,50,28,0,46000
6008,36,4,15,108000
7345,38,20,16,90000
7346,46,18,23,81242
5258,45,14,13,119123
6730,35,14,20,1005470
6127,42,1,23,23778
6176,50,22,27,64737
5807,63,10,1,21374
6075,42,11,9,23880
6875,40,1,19,133038
5942,27,21,28,14844
5518,43,25,16,81242
5519,25,23,0,102603
5517,44,26,0,257296
7013,44,1,4,98943
5387,35,12,29,104646
5388,62,9,6,127168
7133,36,2,13,50000
7187,36,0,4,50220
5524,47,16,15,23867
5611,39,3,32,730501
7544,28,30,26,90000
5612,61,29,0,22000
5614,64,11,9,54000
5615,64,1,23,90186
5525,41,9,29,100004
6814,56,13,0,84716
5619,70,22,5,17500
5815,61,19,13,98696
5817,30,30,3,134000
6012,49,25,4,227485
7495,46,30,0,23163
7473,43,8,12,33709
7353,67,0,16,100000
7498,50,20,11,3161474
7500,45,27,0,24374
5527,39,2,7,309746
7400,54,10,4,420000
5338,25,1,0,420000
5511,34,19,0,16850
8426,36,0,27,25000
7777,45,13,15,91056
7207,47,1,17,89584
7780,34,20,24,20000
5883,44,29,8,39000
7633,56,9,0,84632
5666,46,29,3,89900
5828,68,5,12,93006
7745,26,7,0,32091
7873,32,30,23,141794
7499,50,31,17,42979
6217,66,24,22,17814
7909,56,28,11,35665
6219,25,30,15,228116
6435,70,3,8,77478
7510,47,23,20,84618
7213,51,12,5,924964
6442,70,28,32,59973
6444,46,6,18,105000
6069,69,15,4,33508
6562,52,28,1,127352
6561,29,18,8,38983
8188,53,9,1,46493
7992,45,1,16,20000
5250,39,31,32,270439
6889,37,22,14,89205
7516,63,19,8,77000
6805,40,5,27,23778
6721,57,13,32,134951
8376,63,1,22,25028
7748,52,21,32,21374
6266,64,16,4,97000
7358,44,21,11,92467
7639,44,31,27,77173
8459,31,3,23,35547
7284,30,22,11,47000
7796,26,21,9,91871
7749,34,21,15,140508
7753,53,31,4,20073
8422,38,4,16,18000
7754,45,24,15,90000
7586,59,28,23,296936
6578,57,17,4,17814
7755,64,31,16,116369
6820,53,19,14,27389
7141,27,6,16,22037
7405,44,6,28,21581
7758,26,11,19,13902598
6893,32,21,8,79727
6894,31,4,0,22458
8258,32,31,23,176445
7934,49,6,27,241678
7511,44,5,21,15121
7039,35,18,21,15121
6257,67,15,8,34083
6585,64,1,10,80504
6587,69,19,8,17768
6588,65,31,0,15143
6259,35,9,24,116369
6683,52,26,17,117577
5166,66,26,17,15143
6590,65,0,23,21482
6901,27,19,10,130000
6416,42,13,15,432420
7025,41,18,4,73635
7026,30,26,14,133412
6657,30,4,24,92467
7438,31,6,32,15143
5019,40,19,12,24519
7588,57,24,23,77478
8380,29,6,8,101000
6904,42,10,25,72598
5086,64,6,26,144391
7442,70,31,20,96018
5042,59,19,30,26000
5095,64,8,24,113390
5096,62,5,12,81055
5100,27,23,5,24245
5103,54,10,0,74903
6692,65,13,20,322729
7562,29,12,0,106145
7035,57,24,18,22269
5169,56,1,15,24245
6356,42,15,19,22585
7296,69,3,4,140509
5177,30,16,8,76500
5233,35,12,22,89000
5180,60,10,4,131282
5182,25,8,25,18001
5183,69,6,4,525397
5242,70,29,22,6167853
7684,49,31,3,65000
7683,34,27,15,90000
7689,25,13,14,75503
5400,56,12,32,141523
5401,34,17,1,92467
7695,39,21,8,16104
5408,26,27,8,120953
5407,27,3,11,74307
5538,57,27,1,65003
5326,66,24,22,15143
5541,61,28,8,88376
5543,44,6,27,89342
5544,55,24,15,27185
5545,54,22,30,89342
5548,50,17,7,75000
5549,25,21,3,148318
7168,65,14,16,63282
7169,37,30,32,120953
5677,46,27,20,259881
7167,57,31,15,15143
7210,38,27,21,341952
7703,54,6,23,266460
6963,60,14,10,84632
6840,34,1,3,25000
5685,38,1,0,120000
6966,46,17,14,26469
5475,36,0,18,90186
6968,46,16,23,25624
6969,35,14,1,105253
5482,57,8,16,45619
5336,53,16,30,90186
6973,67,23,19,66611
6975,68,9,8,16500
6976,64,18,16,151751
6370,27,22,3,86891
5955,62,1,23,20000
5627,30,1,1,90044
5959,58,18,0,79974
7109,39,25,8,38228
6086,58,4,1,111000
6087,52,4,12,80601
6388,54,29,32,144086
6487,32,15,22,17768
6025,41,18,18,-1377182
6026,54,1,8,47500
6027,27,1,26,-23681
7215,36,23,16,5946
6496,45,6,23,120000
6095,59,18,0,66755
6096,32,16,8,25000
6504,63,10,30,35569
6507,64,28,0,20388
7232,65,28,18,130000
7233,69,28,16,19050
6508,53,4,14,120215
6511,61,1,5,84362
6512,32,26,26,103850
6515,50,19,26,116371
6516,31,7,28,91871
6517,38,17,26,81378
6622,25,7,8,265000
6625,60,14,22,40092
6629,35,5,10,73631
6631,59,10,4,40001
6636,46,1,10,140220
6637,45,30,15,85500
6638,25,17,8,128219
6642,60,24,8,110500
7421,58,5,8,124424
7427,27,24,8,373758
8311,40,22,14,17500
8023,26,3,11,113600
7993,52,15,9,50289
8172,27,11,1,16700
8005,59,27,17,119946
8003,28,19,0,116369
8006,64,15,8,119946
7995,34,9,22,28425
8093,58,21,0,15143
8155,47,14,1,22525
8220,32,4,19,126758
8167,59,14,27,139757
8007,70,31,17,187230
8156,26,13,23,17500
8174,49,31,27,119596
8066,35,19,9,100310
8073,42,30,14,17980
8024,47,28,25,163153
8124,66,10,4,15143
8327,42,23,28,142673
8016,27,17,0,17980
8199,57,16,19,-13190
8226,66,30,32,113390
8098,32,22,15,33000
8323,62,27,23,86773
8103,48,17,1,17500
8059,29,6,28,429649
8104,38,4,26,15143
8278,41,31,14,21374
8236,34,1,1,100006
8237,61,16,3,56124
8287,39,13,17,15143
8269,50,1,4,20073
8270,55,9,12,13969
8026,37,2,22,89739
8279,39,25,11,-20621
8297,62,17,8,116369
8090,61,28,23,37574
8179,47,22,27,310523
8257,38,27,16,92467
8046,54,28,28,112287
8159,30,15,23,140509
7998,25,0,23,269421
8165,60,4,17,84630
8348,39,25,12,17500
8055,63,23,0,103850
8152,55,25,9,15143
1532,46,10,16,154021
1650,67,15,17,176445
1660,46,29,2,63842
2023,47,30,26,117000
2435,52,0,27,60062
1058,60,2,16,106404
1178,59,1,14,94877
2412,51,14,8,21970
1313,32,23,11,12496
1611,41,13,21,105019
1114,35,24,8,71471
1104,36,27,8,103551
2236,58,1,31,49921
2313,68,24,12,528882
1986,56,11,5,62331
1855,39,14,0,275000
2114,64,20,23,21886
1006,49,6,1,85108
1586,36,20,0,22028
1781,57,16,4,17085
2216,38,30,23,20000
1406,46,1,8,91572
2425,64,12,21,115098
1703,45,16,27,90664
2432,35,30,32,305485
1237,41,5,21,21183
1722,56,29,16,63842
1794,64,30,6,97933
2015,32,11,6,21780
1684,43,2,21,16402
2473,61,15,25,13670
1449,56,21,32,26936
2039,45,7,25,90223
1376,48,9,1,13670
2263,52,1,23,-47472
2205,69,5,26,92262
1119,45,11,27,150654
1848,40,10,10,18225
1451,25,5,4,38088
1589,32,22,28,21183
1962,27,22,16,58513
1401,54,19,4,33030
1610,69,7,2,112495
1786,37,24,8,41348
2020,31,1,9,82952
1804,31,7,16,78832
1900,34,30,32,66260
2348,47,26,8,58513
1728,28,24,16,81684
1894,68,2,17,91871
1172,54,9,27,157555
2440,48,12,8,65029
1364,60,22,4,38088
1944,63,30,14,66260
1888,57,23,9,87178
1441,39,0,15,13670
1151,39,11,0,103796
1342,66,19,24,180000
1995,64,27,9,66260
2376,43,14,0,32170
1551,53,30,8,87316
1149,48,1,29,321916
2242,66,27,17,85102
1745,63,28,2,50062
1450,47,29,21,81680
1575,44,1,21,84500
1028,67,9,27,131666
1654,36,7,29,21860
1863,34,17,27,97500
2160,50,29,8,32021
2437,43,12,29,59500
1623,67,20,9,58243
1678,44,15,12,23500
1155,48,6,3,91871
1156,59,4,14,23000
1136,56,22,10,77478
1288,29,3,8,315871
1178,59,1,14,45003
1335,59,23,20,21989
1030,39,10,4,102868
1370,65,4,32,69036
1371,46,22,22,33487
1387,62,5,8,30000
1988,32,25,27,131709
1410,69,29,17,9779
1406,46,1,8,107997
1095,31,3,16,115773
1411,65,31,15,35169
1339,31,7,2,117794
1224,46,1,8,16700
1273,37,27,15,243000
1357,55,13,17,95422
1317,55,4,21,72842
1492,35,16,0,85432
1048,27,20,19,80347
1212,59,28,16,29857
1343,37,31,0,101500
1344,39,18,27,35006
1295,49,12,26,20479
1012,54,30,23,134673
1667,27,25,2,120000
1166,26,8,27,20001
1124,62,4,23,120575
1345,54,1,23,55586
1346,46,2,27,133038
1912,60,1,13,22078
1669,34,5,20,22078
2179,67,29,14,493870
1673,29,4,1,16104
1332,28,1,32,56955
1672,29,10,4,89590
1675,40,12,3,14803
1676,44,19,23,14316398
1678,44,15,12,-15236
1677,29,13,4,125000
1254,64,5,13,58000
1603,35,31,21,45000
1604,26,13,12,21860
1279,54,15,8,91871
1559,40,18,13,27300
1560,40,10,9,24133
1619,57,19,6,16018
1620,50,8,14,16974
1539,36,27,2,29023
1540,27,4,7,20387
1368,65,3,16,35000
1823,48,22,3,319364
1824,35,12,14,113690
1968,51,12,8,129576
1855,39,14,0,82079
1862,47,13,3,881595
1932,29,31,1,20073
1769,54,13,26,38000
1841,46,9,0,79131
1844,47,22,0,28000
1848,40,10,10,92125
2799,61,30,27,65967
4828,70,30,32,80646
3299,70,3,4,30001
4829,35,3,4,60001
4030,50,8,6,91871
3074,54,20,17,29454
2806,30,10,2,21482
4159,31,10,21,98044
3310,25,10,16,105549
2989,63,24,3,89253
3317,28,18,25,77970
4620,60,1,6,115773
4744,29,7,23,12795
2759,40,24,0,84034
4985,52,30,12,23269
3322,60,30,32,80504
2814,33,29,5,50003
4636,69,20,27,1764549
2565,55,6,1,21482
3811,43,1,24,20073
3106,30,10,32,36316
4323,31,10,30,20073
3287,58,17,3,29000
3869,30,28,8,17500
2819,26,7,22,34454
3201,41,8,23,898157
2640,56,6,0,61000
3321,31,20,0,103481
2606,63,9,3,55586
3070,39,20,22,79665
4563,32,4,3,88511
4373,63,9,3,27896
2704,41,9,12,229616
4754,48,8,14,21868
2780,27,1,18,148180
3242,52,10,23,147282
3095,57,6,11,13969
3742,34,26,23,421828
4852,32,13,14,38546
3286,33,3,13,151713
4260,46,20,8,35050
4224,38,9,12,28425
3078,60,16,28,38355
2583,52,23,3,150371
3337,27,6,13,36500
4655,32,12,26,23271
2705,68,20,8,36370
4587,52,19,23,31495
3349,69,7,1,16402
3755,28,0,4,60013
4757,43,5,10,23649
4243,56,29,16,22078
4273,49,28,22,85779
4705,45,6,22,17500
2720,32,25,17,18000
2635,39,30,8,84034
3238,56,3,12,115773
4299,62,29,25,82632
4498,53,14,26,81983
2895,52,26,31,89590
3861,48,11,22,97138
4500,27,7,11,15143
3669,70,28,15,85000
3987,50,8,23,-68288
4714,56,3,13,33487
4261,38,20,27,2380042
4939,55,23,15,26638
3115,40,30,23,104000
4405,46,17,26,309150
4392,58,29,19,80261
4888,44,21,22,102361
3349,69,7,1,31646
2846,65,2,23,20545110
3542,67,17,27,20000
2896,34,1,20,149227
2922,46,20,17,17768
3361,57,13,14,20000
3501,27,2,27,67334
4648,43,20,8,32282
4416,30,14,30,64541
2706,38,4,17,157604
4948,45,20,18,76981
3399,44,2,18,134129
3665,46,21,26,22674
3330,60,0,8,32282
3821,50,1,21,23181
2658,55,9,12,19792
4520,63,14,30,18000
4466,62,4,32,89590
3838,50,2,15,17500
3965,44,20,3,15500
4996,43,30,32,81983
4201,59,4,16,80459
4988,54,27,27,58812
3645,32,19,28,124294
3973,27,4,32,18800
3340,40,29,9,97628
4117,68,9,3,18000
3084,29,22,17,89590
3452,60,19,23,112794
3798,39,26,23,154874
3472,64,29,8,22177
4423,62,20,12,87000
2730,30,9,27,23271
3227,53,17,15,98413
4050,47,26,32,103629
3689,38,19,0,91871
2889,42,26,12,89590
4048,25,17,30,39178
2635,39,30,8,134669
4055,42,11,12,12795
2927,49,11,8,110578
2926,67,18,12,130000
4011,68,26,19,37000
2724,31,18,32,347596
3908,62,10,12,25535
3318,64,29,16,100541
2988,25,6,4,89590
4704,65,30,23,137019
3986,70,6,23,796124
4167,52,8,16,122400
4981,68,30,0,95000
4713,25,9,25,122279
2886,67,0,4,65076
4463,53,1,8,118973
4231,60,12,23,74024
4040,25,1,29,153933
4689,34,5,26,21580
4453,56,25,17,71051
3026,50,24,7,86500
4559,38,4,17,76453
2722,57,15,16,91871
3149,32,11,32,17500
3272,47,10,3,12795
3951,53,8,0,105677
2621,61,28,8,66166
3164,28,4,0,143705
2971,69,24,8,35050
2539,67,1,17,143705
4574,37,26,5,17384
4976,41,12,22,17384
3904,32,24,11,27234
2499,44,26,14,112794
4900,32,20,15,50000
4136,62,30,15,21385
3921,52,15,17,426086
3467,26,24,8,23000
3918,64,31,23,74070
4230,50,14,11,130686
3600,37,25,14,65042
4251,47,24,21,554186
3922,60,6,8,106925
4968,46,31,15,148350
3969,55,28,16,17500
3468,40,0,8,17768
4610,37,26,1,88511
3216,60,26,32,32000
3249,30,20,16,20073
4393,46,4,20,89099
3180,34,5,17,81009
3707,57,20,4,21482
3412,41,27,26,104953
3373,31,0,29,104097
4971,42,10,1,79267
3329,68,5,16,28427
3598,63,16,32,324913
2961,27,14,6,143705
2923,59,29,8,83181
3014,28,20,5,85133
4803,40,4,26,566775
4487,48,27,16,18000
4150,49,27,15,107279
2715,55,15,3,98044
3765,45,2,31,50004
4112,49,15,23,325691
4978,32,0,30,265000
3829,47,22,16,12795
2563,53,17,5,57958
2564,48,10,4,62178
4057,29,17,7,100578
4937,47,7,28,22525
3020,39,2,1,90186
2575,61,1,12,39678
3574,32,23,15,109126
3666,54,26,16,113092
3647,56,10,15,120435
2573,67,7,13,143612
3555,60,3,0,109731
4179,48,8,23,49525
4180,51,7,32,15143
3900,46,22,3,91871
3997,61,13,18,105511
2888,68,25,19,28739
4652,50,4,0,91871
3634,62,20,20,355845
2985,51,3,27,112794
3558,56,28,3,113300
3730,37,8,23,83441
8423,40,10,0,127917
4706,49,3,10,89295
8016,27,17,0,29089
6535,32,17,32,26638
5736,34,19,27,129446
6492,28,16,16,115773
6081,61,22,1,23000
7315,53,25,27,131486
7113,32,26,23,37000
5147,27,17,12,80646
6619,59,29,4,20073
8272,36,8,14,30000
7740,52,20,13,29089
7478,48,8,30,68000
5940,30,5,8,112794
7615,61,28,15,32665
5036,39,18,5,139630
5365,53,8,28,34454
5906,64,17,27,-267470
8462,56,23,32,95025
7509,42,16,21,80031
8023,26,3,11,91871
5794,51,24,16,236870
6764,28,17,20,112794
6037,52,21,8,91871
8390,27,28,5,16700
8353,43,31,14,34677
5774,67,0,22,91871
6988,70,8,8,40000
5041,69,30,16,67334
5735,61,15,16,141752
6759,49,15,23,33024
8383,70,11,4,759723
6892,44,31,6,106829
8391,33,13,17,90186
5397,69,16,22,103464
7819,61,16,8,22038
7155,26,25,2,65967
7417,64,3,25,18000
5478,33,10,32,113888
6550,30,25,17,23096
8322,27,20,16,28739
8476,52,10,8,79900
6136,60,2,1,25115
5839,66,15,27,23778
7697,36,8,5,66001
8298,52,4,18,115179
7292,70,18,10,83251
7686,58,21,32,80646
7699,70,23,21,18000
5086,64,6,26,18000
6812,61,8,21,21000
6792,40,13,31,31534
5996,60,24,23,54938
5149,57,8,0,140000
6607,33,26,11,2145135
7583,58,25,29,73947
6981,38,22,14,129494
8387,63,18,17,27532
6706,25,21,17,37000
5066,44,21,1,1193088
5073,27,18,16,384980
5412,55,27,5,48699
5274,48,30,25,166912
5038,61,18,8,89210
5538,57,27,1,89590
7079,31,5,17,75503
5636,42,13,30,78074
5958,58,10,26,30000
5673,26,1,8,413252
8388,35,1,4,422587
7603,52,2,21,125226
7787,54,11,20,-95143
6807,31,11,8,215703
6757,25,9,18,163283
5485,61,6,23,21374
6766,56,19,20,98145
6767,38,31,15,66005
7641,56,6,16,331374
5276,47,15,20,251000
5746,51,7,16,23163
6925,59,8,22,85000
5747,26,20,0,130000
7577,52,21,30,55500
7048,56,1,23,90186
6218,46,26,8,89448
7374,32,16,1,-46867
5418,26,1,26,18000
5964,35,1,3,169842
5633,36,31,28,20073
8220,32,4,19,21482
7053,34,9,21,128219
6579,31,16,15,16104
7920,41,17,18,32829
5357,34,31,21,36966
6264,69,14,23,74903
6927,31,21,16,78321
8438,43,15,8,143705
6924,40,0,17,91872
7548,40,18,17,77478
7710,31,27,27,25396
7192,58,15,8,20073
7193,41,1,28,116369
7827,34,7,23,17814
5504,52,15,8,28739
6662,35,9,22,144126
5570,37,18,2,104522
7195,58,6,26,88000
6447,45,27,22,105000
7377,29,10,0,276567
7247,59,17,3,107875
7773,68,1,28,143705
7466,33,0,27,92467
7467,61,10,15,27234
6526,41,24,18,158614
7117,26,16,23,17000
6668,65,3,9,130000
6669,50,18,12,37000
6670,59,9,29,130686
6671,67,21,19,105549
5828,68,5,12,42561
5286,41,30,25,26000
5288,62,8,2,327498
6148,28,8,29,120000
5601,48,31,23,80005
6747,53,28,0,138877
7528,42,1,25,26013
7250,68,12,21,30000
5192,40,1,4,53500
6601,69,25,26,580060
7205,41,14,12,88497
7066,26,31,32,18000
5840,40,5,0,16104
7070,31,22,32,143432
7468,41,23,12,111184
5136,36,8,16,35599
7376,36,28,0,5521441
6865,50,28,29,91871
5369,70,7,16,125857
6866,61,29,15,82927
5896,36,13,17,27000
7538,36,1,19,95000
7902,32,29,26,51000
7317,29,2,22,112108
6537,42,12,8,24245
7574,52,26,28,33000
7739,45,11,18,10863319
6409,64,9,4,89595
6938,68,26,27,104097
6939,47,7,14,99158
6940,36,18,27,209095
7326,59,17,15,235551
7907,69,25,0,25028
6727,36,14,32,117794
5219,59,15,31,28500
7008,37,23,1,26638
7776,48,1,0,87074
6333,45,19,27,15143
5584,60,15,28,139491
7780,34,20,24,38000
5650,34,15,32,26000
5587,26,0,27,116103
5651,63,13,32,41152
5136,36,8,16,207628
6506,50,18,22,17000
6947,33,1,1,33284
7837,55,12,27,18000
6113,35,10,28,453906
5923,29,18,15,36952
5926,66,20,14,23271
6293,42,0,30,466367
6094,62,30,9,33000
6316,48,3,26,92467
6070,55,7,8,28739
5716,68,12,12,52579
6203,61,24,32,90000
5449,50,26,13,21482
5450,48,27,10,85000
5451,26,31,25,140508
7486,46,25,21,20669
5864,34,6,17,40969
5865,54,31,14,102240
5454,40,19,22,817904
6828,66,19,11,70187
7239,39,22,18,130000
7863,69,23,16,106000
6227,50,6,16,106000
6137,61,1,5,12795
6250,59,13,9,21482
6244,40,5,16,23649
6245,50,26,5,85008
6247,48,25,17,81242
6177,34,4,20,50816
5381,31,19,26,83525
5417,67,29,6,92125
7271,65,21,20,134859
6818,27,5,32,276567
6885,44,23,9,39000
6883,45,13,27,96018
6886,42,21,17,87018
